PdId,IncidntNum,Incident Code,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Address,X,Y,location,data_loaded_at
16054233204134,160542332,04134,ASSAULT,BATTERY,Monday,07/04/2016,23:00,INGLESIDE,NONE,MISSION ST / 30TH ST,-122.42197091902916,37.74237522452553,POINT (-122.421970919 37.742375225),2025/06/20 12:17:56 PM
16056138205083,160561382,05083,BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Monday,07/04/2016,02:30,BAYVIEW,NONE,1200 Block of 3RD ST,-122.38951764803554,37.77246824000607,POINT (-122.389517648 37.77246824),2025/06/20 12:17:56 PM
16900406212164,169004062,12164,WEAPON LAWS,"SWITCHBLADE KNIFE, POSSESSION",Monday,07/04/2016,03:07,TARAVAL,"ARREST, BOOKED",200 Block of BUCKINGHAM WY,-122.47888458660937,37.72584383134155,POINT (-122.478884587 37.725843831),2025/06/20 12:17:56 PM
16054264907021,160542649,07021,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,07/04/2016,17:00,MISSION,NONE,800 Block of TREAT AV,-122.41343796973081,37.75654520637429,POINT (-122.41343797 37.756545206),2025/06/20 12:17:56 PM
16615066406313,166150664,06313,LARCENY/THEFT,PETTY THEFT BICYCLE,Monday,07/04/2016,21:15,CENTRAL,NONE,NORTHPOINT ST / LARKIN ST,-122.42200895007664,37.80549602764779,POINT (-122.42200895 37.805496028),2025/06/20 12:17:56 PM
16054068772000,160540687,72000,NON-CRIMINAL,FOUND PROPERTY,Monday,07/04/2016,13:07,PARK,NONE,4000 Block of 17TH ST,-122.43582405386516,37.762552831576606,POINT (-122.435824054 37.762552832),2025/06/20 12:17:56 PM
16615192971000,166151929,71000,NON-CRIMINAL,LOST PROPERTY,Monday,07/04/2016,16:19,CENTRAL,NONE,JONES ST / PACIFIC AV,-122.41500629660374,37.79587767533644,POINT (-122.415006297 37.795877675),2025/06/20 12:17:56 PM
16054046165016,160540461,65016,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,07/04/2016,11:10,RICHMOND,"ARREST, BOOKED",FULTON ST / 37TH AV,-122.46481228607661,37.77348933852196,POINT (-122.464812286 37.773489339),2025/06/20 12:17:56 PM
16054173274000,160541732,74000,MISSING PERSON,MISSING ADULT,Monday,07/04/2016,20:00,MISSION,NONE,1100 Block of GUERRERO ST,-122.4228018861746,37.75237643424454,POINT (-122.422801886 37.752376434),2025/06/20 12:17:56 PM
16054048303043,160540483,03043,ROBBERY,ROBBERY OF A CHAIN STORE WITH A DANGEROUS WEAPON,Monday,07/04/2016,11:15,CENTRAL,NONE,0 Block of MONTGOMERY ST,-122.40216371361834,37.7895710255863,POINT (-122.402163714 37.789571026),2025/06/20 12:17:56 PM
16054062130190,160540621,30190,OTHER OFFENSES,VIOLATION OF MUNICIPAL POLICE CODE,Monday,07/04/2016,12:45,CENTRAL,"ARREST, BOOKED",200 Block of JEFFERSON ST,-122.41665048206421,37.80816605335633,POINT (-122.416650482 37.808166053),2025/06/20 12:17:56 PM
16054229104011,160542291,04011,ASSAULT,AGGRAVATED ASSAULT WITH A GUN,Monday,07/04/2016,23:35,NORTHERN,NONE,0 Block of NORMANDIE TR,-122.44068240078859,37.79392020205524,POINT (-122.440682401 37.793920202),2025/06/20 12:17:56 PM
16614800171000,166148001,71000,NON-CRIMINAL,LOST PROPERTY,Monday,07/04/2016,22:20,CENTRAL,NONE,BAY ST / VANNESS AV,-122.42511061323069,37.80414615262001,POINT (-122.425110613 37.804146153),2025/06/20 12:17:56 PM
16054132872000,160541328,72000,NON-CRIMINAL,FOUND PROPERTY,Monday,07/04/2016,16:36,PARK,NONE,400 Block of IRVING ST,-122.46258036243493,37.764255726727285,POINT (-122.462580362 37.764255727),2025/06/20 12:17:56 PM
16054122161030,160541221,61030,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Monday,07/04/2016,16:08,TENDERLOIN,NONE,300 Block of ELLIS ST,-122.41198764359528,37.78502266227863,POINT (-122.411987644 37.785022662),2025/06/20 12:17:56 PM
16054065965010,160540659,65010,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Monday,07/04/2016,12:54,PARK,"ARREST, BOOKED",PARNASSUS AV / 4TH AV,-122.46084342394221,37.76262807802307,POINT (-122.460843424 37.762628078),2025/06/20 12:17:56 PM
16054081930130,160540819,30130,OTHER OFFENSES,PEDDLING WITHOUT A LICENSE,Monday,07/04/2016,14:10,CENTRAL,"ARREST, BOOKED",MASON ST / JEFFERSON ST,-122.41416651509333,37.808419917270975,POINT (-122.414166515 37.808419917),2025/06/20 12:17:56 PM
16616625728150,166166257,28150,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,07/04/2016,21:01,BAYVIEW,NONE,1500 Block of PALOU AV,-122.39006017526661,37.73343217528904,POINT (-122.390060175 37.733432175),2025/06/20 12:17:56 PM
16615214306244,166152143,06244,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,07/04/2016,18:00,CENTRAL,NONE,TAYLOR ST / PINE ST,-122.41226909105993,37.79067276498863,POINT (-122.412269091 37.790672765),2025/06/20 12:17:56 PM
16614752006244,166147520,06244,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,07/04/2016,09:00,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147905,37.775420706711,POINT (-122.403404791 37.775420707),2025/06/20 12:17:56 PM
16056124104136,160561241,04136,ASSAULT,BATTERY WITH SERIOUS INJURIES,Monday,07/04/2016,01:35,TENDERLOIN,NONE,TAYLOR ST / TURK ST,-122.41076876634322,37.78321451900127,POINT (-122.410768766 37.783214519),2025/06/20 12:17:56 PM
16054136275000,160541362,75000,MISSING PERSON,FOUND PERSON,Monday,07/04/2016,15:30,PARK,NONE,0 Block of CASTRO ST,-122.435637436721,37.768169434617505,POINT (-122.435637437 37.768169435),2025/06/20 12:17:56 PM
16054157216652,160541572,16652,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,Monday,07/04/2016,19:14,INGLESIDE,"ARREST, BOOKED",4100 Block of MISSION ST,-122.4296148525329,37.73026970198195,POINT (-122.429614853 37.730269702),2025/06/20 12:17:56 PM
16054613027195,160546130,27195,TRESPASS,TRESPASSING,Monday,07/04/2016,22:00,BAYVIEW,NONE,0 Block of NAPOLEON ST,-122.39911296344178,37.74687962237001,POINT (-122.399112963 37.746879622),2025/06/20 12:17:56 PM
16054722972000,160547229,72000,NON-CRIMINAL,FOUND PROPERTY,Monday,07/04/2016,22:30,CENTRAL,NONE,STOCKTON ST / GREEN ST,-122.40901700761329,37.799488071763285,POINT (-122.409017008 37.799488072),2025/06/20 12:17:56 PM
16054130630190,160541306,30190,OTHER OFFENSES,VIOLATION OF MUNICIPAL POLICE CODE,Monday,07/04/2016,17:11,CENTRAL,"ARREST, BOOKED",1500 Block of THE EMBARCADERONORTH ST,-122.40813610806202,37.80786034966821,POINT (-122.408136108 37.80786035),2025/06/20 12:17:56 PM
16616624106244,166166241,06244,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,07/04/2016,19:00,BAYVIEW,NONE,1800 Block of EGBERT AV,-122.40075649109416,37.72720803129805,POINT (-122.400756491 37.727208031),2025/06/20 12:17:56 PM
16054613006244,160546130,06244,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,07/04/2016,22:00,BAYVIEW,NONE,0 Block of NAPOLEON ST,-122.39911296344178,37.74687962237001,POINT (-122.399112963 37.746879622),2025/06/20 12:17:56 PM
16614790606244,166147906,06244,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,07/04/2016,11:20,NORTHERN,NONE,LYON ST / BAY ST,-122.44782144666154,37.80163063980672,POINT (-122.447821447 37.80163064),2025/06/20 12:17:56 PM
16614859028150,166148590,28150,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,07/04/2016,21:00,NORTHERN,NONE,500 Block of FRANKLIN ST,-122.4218705739642,37.779424021448904,POINT (-122.421870574 37.779424021),2025/06/20 12:17:56 PM
16054002928160,160540029,28160,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Monday,07/04/2016,01:45,MISSION,"ARREST, BOOKED",18TH ST / FLORIDA ST,-122.41109079458093,37.76170097817342,POINT (-122.411090795 37.761700978),2025/06/20 12:17:56 PM
16054080319057,160540803,19057,ASSAULT,THREATS AGAINST LIFE,Monday,07/04/2016,11:00,TARAVAL,NONE,2100 Block of 43RD AV,-122.50180154773994,37.746556447587814,POINT (-122.501801548 37.746556448),2025/06/20 12:17:56 PM
16615324806244,166153248,06244,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,07/04/2016,14:00,TENDERLOIN,NONE,200 Block of MASON ST,-122.40952374065276,37.785760295493375,POINT (-122.409523741 37.785760295),2025/06/20 12:17:56 PM
16615480406244,166154804,06244,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,07/04/2016,19:30,SOUTHERN,NONE,100 Block of TOWNSEND ST,-122.39158881697465,37.779691013765785,POINT (-122.391588817 37.779691014),2025/06/20 12:17:56 PM
16054131230190,160541312,30190,OTHER OFFENSES,VIOLATION OF MUNICIPAL POLICE CODE,Monday,07/04/2016,17:11,CENTRAL,"ARREST, BOOKED",1500 Block of THE EMBARCADERONORTH ST,-122.40813610806202,37.80786034966821,POINT (-122.408136108 37.80786035),2025/06/20 12:17:56 PM
16054066516010,160540665,16010,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Monday,07/04/2016,12:30,TENDERLOIN,"ARREST, BOOKED",HYDE ST / GOLDEN GATE AV,-122.41550824278183,37.78165428060756,POINT (-122.415508243 37.781654281),2025/06/20 12:17:56 PM
16054152261040,160541522,61040,NON-CRIMINAL,"DEATH REPORT, NATURAL CAUSES",Monday,07/04/2016,17:20,CENTRAL,NONE,100 Block of FRANCISCO ST,-122.4075854406838,37.805471902670256,POINT (-122.407585441 37.805471903),2025/06/20 12:17:56 PM
16054210005153,160542100,05153,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, UNLAWFUL ENTRY",Monday,07/04/2016,22:48,NORTHERN,"ARREST, BOOKED",700 Block of GOLDEN GATE AV,-122.42291369528978,37.78066009505482,POINT (-122.422913695 37.780660095),2025/06/20 12:17:56 PM
16054333007021,160543330,07021,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,07/04/2016,15:30,MISSION,NONE,VALENCIA ST / 24TH ST,-122.42066577132866,37.75210415530513,POINT (-122.420665771 37.752104155),2025/06/20 12:17:56 PM
16054009103073,160540091,03073,ROBBERY,"ROBBERY, ARMED WITH A DANGEROUS WEAPON",Monday,07/04/2016,02:27,MISSION,NONE,18TH ST / SOUTH VAN NESS AV,-122.41718044863461,37.76196742181023,POINT (-122.417180449 37.761967422),2025/06/20 12:17:56 PM
16054033606243,160540336,06243,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,07/04/2016,08:11,NORTHERN,NONE,1400 Block of POLK ST,-122.4205239362925,37.79011724905166,POINT (-122.420523936 37.790117249),2025/06/20 12:17:56 PM
16054030827195,160540308,27195,TRESPASS,TRESPASSING,Monday,07/04/2016,07:35,SOUTHERN,"ARREST, BOOKED",900 Block of MISSION ST,-122.40805253846997,37.781566830002426,POINT (-122.408052538 37.78156683),2025/06/20 12:17:56 PM
16614949128150,166149491,28150,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,07/04/2016,19:30,INGLESIDE,NONE,SAN JOSE AV / 30TH ST,-122.42328681099819,37.7422960681573,POINT (-122.423286811 37.742296068),2025/06/20 12:17:56 PM
16054144727130,160541447,27130,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Monday,07/04/2016,17:45,CENTRAL,"ARREST, BOOKED",1600 Block of THE EMBARCADERONORTH ST,-122.4107742143754,37.80843501758691,POINT (-122.410774214 37.808435018),2025/06/20 12:17:56 PM
16054088127170,160540881,27170,OTHER OFFENSES,RESISTING ARREST,Monday,07/04/2016,14:45,CENTRAL,"ARREST, BOOKED",1400 Block of GRANT AV,-122.4075600045634,37.800171096156106,POINT (-122.407560005 37.800171096),2025/06/20 12:17:56 PM
16054084765016,160540847,65016,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,07/04/2016,14:15,BAYVIEW,"ARREST, BOOKED",25TH ST / MISSISSIPPI ST,-122.39362142705497,37.75248687188998,POINT (-122.393621427 37.752486872),2025/06/20 12:17:56 PM
16053994704013,160539947,04013,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Monday,07/04/2016,01:04,MISSION,NONE,POTRERO AV / DIVISION ST,-122.40801133606098,37.76924444936553,POINT (-122.408011336 37.769244449),2025/06/20 12:17:56 PM
16054257027110,160542570,27110,DISORDERLY CONDUCT,MAINTAINING A PUBLIC NUISANCE AFTER NOTIFICATION,Monday,07/04/2016,19:11,NORTHERN,"ARREST, BOOKED",1700 Block of SACRAMENTO ST,-122.42169895423983,37.79133614344489,POINT (-122.421698954 37.791336143),2025/06/20 12:17:56 PM
16054479207023,160544792,07023,VEHICLE THEFT,STOLEN MOTORCYCLE,Monday,07/04/2016,12:00,BAYVIEW,NONE,500 Block of VERMONT ST,-122.4042451501709,37.76273891190513,POINT (-122.40424515 37.762738912),2025/06/20 12:17:56 PM
16054196416650,160541964,16650,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Monday,07/04/2016,22:00,SOUTHERN,"ARREST, BOOKED",100 Block of THE EMBARCADEROSOUTH ST,-122.3938439729001,37.7953080071145,POINT (-122.393843973 37.795308007),2025/06/20 12:17:56 PM
16615110171000,166151101,71000,NON-CRIMINAL,LOST PROPERTY,Monday,07/04/2016,20:00,CENTRAL,NONE,BEACH ST / POLK ST,-122.42384881372992,37.80622142699113,POINT (-122.423848814 37.806221427),2025/06/20 12:17:56 PM
16054134068020,160541340,68020,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Monday,07/04/2016,17:29,SOUTHERN,UNFOUNDED,1700 Block of MARKET ST,-122.42218826142579,37.77269482368613,POINT (-122.422188261 37.772694824),2025/06/20 12:17:56 PM
16054214462050,160542144,62050,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Monday,07/04/2016,23:22,INGLESIDE,"ARREST, BOOKED",100 Block of SANTAYNEZ AV,-122.44101899084146,37.72499209460746,POINT (-122.441018991 37.724992095),2025/06/20 12:17:56 PM
16054034206300,160540342,06300,LARCENY/THEFT,ATTEMPTED THEFT FROM A BUILDING,Monday,07/04/2016,08:15,INGLESIDE,"ARREST, BOOKED",5000 Block of MISSION ST,-122.44077770624261,37.71688065249407,POINT (-122.440777706 37.716880652),2025/06/20 12:17:56 PM
16054454810045,160544548,10045,EMBEZZLEMENT,"EMBEZZLEMENT, GRAND THEFT BY EMPLOYEE",Monday,07/04/2016,17:15,TENDERLOIN,NONE,100 Block of OFARRELL ST,-122.4072440870319,37.78656476076854,POINT (-122.407244087 37.786564761),2025/06/20 12:17:56 PM
16054174865015,160541748,65015,OTHER OFFENSES,TRAFFIC VIOLATION,Monday,07/04/2016,20:58,INGLESIDE,"ARREST, BOOKED",OCEAN AV / SAN JOSE AV,-122.44474666300296,37.72296790411245,POINT (-122.444746663 37.722967904),2025/06/20 12:17:56 PM
16079133528150,160791335,28150,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,07/04/2016,08:00,INGLESIDE,NONE,100 Block of ARLETA AV,-122.40583928550265,37.71354221751691,POINT (-122.405839286 37.713542218),2025/06/20 12:17:56 PM
16054210005073,160542100,05073,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Monday,07/04/2016,22:48,NORTHERN,"ARREST, BOOKED",700 Block of GOLDEN GATE AV,-122.42291369528978,37.78066009505482,POINT (-122.422913695 37.780660095),2025/06/20 12:17:56 PM
16054035806241,160540358,06241,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,07/04/2016,08:53,NORTHERN,NONE,HEMLOCK ST / VANNESS AV,-122.42166371443264,37.78707540399301,POINT (-122.421663714 37.787075404),2025/06/20 12:17:56 PM
16054119665010,160541196,65010,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Monday,07/04/2016,16:00,MISSION,"ARREST, BOOKED",18TH ST / MISSION ST,-122.41936035276092,37.761835801237645,POINT (-122.419360353 37.761835801),2025/06/20 12:17:56 PM
16054037068000,160540370,68000,NON-CRIMINAL,FIRE REPORT,Monday,07/04/2016,09:11,BAYVIEW,NONE,1700 Block of EVANS AV,-122.39123263564862,37.744628237495306,POINT (-122.391232636 37.744628237),2025/06/20 12:17:56 PM
16053993128160,160539931,28160,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Monday,07/04/2016,01:00,MISSION,NONE,18TH ST / FLORIDA ST,-122.41109079458093,37.76170097817342,POINT (-122.411090795 37.761700978),2025/06/20 12:17:56 PM
16054146926145,160541469,26145,LARCENY/THEFT,"LOST PROPERTY, GRAND THEFT",Monday,07/04/2016,18:20,RICHMOND,NONE,2300 Block of BUSH ST,-122.43593090519946,37.78664955413413,POINT (-122.435930905 37.786649554),2025/06/20 12:17:56 PM
16054083165015,160540831,65015,OTHER OFFENSES,TRAFFIC VIOLATION,Monday,07/04/2016,14:14,TARAVAL,"ARREST, BOOKED",RANDOLPH ST / ORIZABA AV,-122.46260133507931,37.714307275495244,POINT (-122.462601335 37.714307275),2025/06/20 12:17:56 PM
16054155015162,160541550,15162,OTHER OFFENSES,VIOLATION OF STAY AWAY ORDER,Monday,07/04/2016,19:20,TENDERLOIN,"ARREST, BOOKED",TURK ST / HYDE ST,-122.41569492213362,37.78258519684673,POINT (-122.415694922 37.782585197),2025/06/20 12:17:56 PM
16054088104136,160540881,04136,ASSAULT,BATTERY WITH SERIOUS INJURIES,Monday,07/04/2016,14:45,CENTRAL,"ARREST, BOOKED",1400 Block of GRANT AV,-122.4075600045634,37.800171096156106,POINT (-122.407560005 37.800171096),2025/06/20 12:17:56 PM
16054196416100,160541964,16100,DRUG/NARCOTIC,POSSESSION OF HEROIN,Monday,07/04/2016,22:00,SOUTHERN,"ARREST, BOOKED",100 Block of THE EMBARCADEROSOUTH ST,-122.3938439729001,37.7953080071145,POINT (-122.393843973 37.795308007),2025/06/20 12:17:56 PM
16054088103074,160540881,03074,ROBBERY,"ROBBERY, BODILY FORCE",Monday,07/04/2016,14:45,CENTRAL,"ARREST, BOOKED",1400 Block of GRANT AV,-122.4075600045634,37.800171096156106,POINT (-122.407560005 37.800171096),2025/06/20 12:17:56 PM
16054157207055,160541572,07055,RECOVERED VEHICLE,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Monday,07/04/2016,19:14,INGLESIDE,NONE,4100 Block of MISSION ST,-122.4296148525329,37.73026970198195,POINT (-122.429614853 37.730269702),2025/06/20 12:17:56 PM
16055569228102,160555692,28102,VANDALISM,"ELECTRICAL  OR GAS LINES, INTERFERING WITH",Monday,07/04/2016,18:00,TARAVAL,NONE,0 Block of FORESTVIEW DR,-122.48377280664474,37.73332626455747,POINT (-122.483772807 37.733326265),2025/06/20 12:17:56 PM
16054200365010,160542003,65010,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Monday,07/04/2016,22:14,NORTHERN,"ARREST, BOOKED",OCTAVIA ST / UNION ST,-122.42891649294664,37.79792539557351,POINT (-122.428916493 37.797925396),2025/06/20 12:17:56 PM
16054455471000,160544554,71000,NON-CRIMINAL,LOST PROPERTY,Monday,07/04/2016,22:30,RICHMOND,NONE,GEARY BL / 21ST AV,-122.48045205011913,37.78027905056643,POINT (-122.48045205 37.780279051),2025/06/20 12:17:56 PM
16054071206244,160540712,06244,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,07/04/2016,10:00,SOUTHERN,NONE,200 Block of 7TH ST,-122.4086487351704,37.777311027403265,POINT (-122.408648735 37.777311027),2025/06/20 12:17:56 PM
16054011004134,160540110,04134,ASSAULT,BATTERY,Monday,07/04/2016,02:00,MISSION,NONE,16TH ST / GUERRERO ST,-122.424104315404,37.76478281658927,POINT (-122.424104315 37.764782817),2025/06/20 12:17:56 PM
16054090003444,160540900,03444,ROBBERY,ATTEMPTED ROBBERY CHAIN STORE WITH BODILY FORCE,Monday,07/04/2016,14:45,MISSION,"ARREST, BOOKED",2000 Block of MARKET ST,-122.42695563170949,37.769247063207025,POINT (-122.426955632 37.769247063),2025/06/20 12:17:56 PM
16054197051040,160541970,51040,NON-CRIMINAL,AIDED CASE,Monday,07/04/2016,21:55,CENTRAL,NONE,2900 Block of HYDE ST,-122.42090512409202,37.808056980261796,POINT (-122.420905124 37.80805698),2025/06/20 12:17:56 PM
16054008504012,160540085,04012,ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Monday,07/04/2016,02:30,NORTHERN,NONE,SUTTER ST / POLK ST,-122.42012031920376,37.78775706024115,POINT (-122.420120319 37.78775706),2025/06/20 12:17:56 PM
16054116806243,160541168,06243,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,07/04/2016,16:04,SOUTHERN,NONE,0 Block of 6TH ST,-122.41004163181597,37.781953653725715,POINT (-122.410041632 37.781953654),2025/06/20 12:17:56 PM
16054110206244,160541102,06244,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,07/04/2016,13:05,TENDERLOIN,NONE,TURK ST / TAYLOR ST,-122.41076876634322,37.78321451900127,POINT (-122.410768766 37.783214519),2025/06/20 12:17:56 PM
16054055228150,160540552,28150,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,07/04/2016,11:30,PARK,"ARREST, BOOKED",1300 Block of HAIGHT ST,-122.44450233369258,37.770261970240284,POINT (-122.444502334 37.77026197),2025/06/20 12:17:56 PM
16054217206244,160542172,06244,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,07/04/2016,20:00,CENTRAL,NONE,900 Block of CLAY ST,-122.40894494838311,37.79387214277805,POINT (-122.408944948 37.793872143),2025/06/20 12:17:56 PM
16054065965015,160540659,65015,OTHER OFFENSES,TRAFFIC VIOLATION,Monday,07/04/2016,12:54,PARK,"ARREST, BOOKED",PARNASSUS AV / 4TH AV,-122.46084342394221,37.76262807802307,POINT (-122.460843424 37.762628078),2025/06/20 12:17:56 PM
16054066527170,160540665,27170,OTHER OFFENSES,RESISTING ARREST,Monday,07/04/2016,12:30,TENDERLOIN,"ARREST, BOOKED",HYDE ST / GOLDEN GATE AV,-122.41550824278183,37.78165428060756,POINT (-122.415508243 37.781654281),2025/06/20 12:17:56 PM
16054029505014,160540295,05014,BURGLARY,"BURGLARY, VEHICLE (ARREST MADE)",Monday,07/04/2016,08:00,NORTHERN,"ARREST, BOOKED",VANNESS AV / FRANCISCO ST,-122.42492347687964,37.80320427207246,POINT (-122.424923477 37.803204272),2025/06/20 12:17:56 PM
16054337409024,160543374,09024,OTHER OFFENSES,"FRAUDULENT GAME OR TRICK, OBTAINING MONEY OR PROPERTY",Monday,07/04/2016,15:00,CENTRAL,NONE,200 Block of JEFFERSON ST,-122.41662941490712,37.80805747892674,POINT (-122.416629415 37.808057479),2025/06/20 12:17:56 PM
16054023927199,160540239,27199,TRESPASS,LODGING WITHOUT PERMISSION,Monday,07/04/2016,07:07,TENDERLOIN,"ARREST, BOOKED",500 Block of ELLIS ST,-122.41459341125744,37.784580806612524,POINT (-122.414593411 37.784580807),2025/06/20 12:17:56 PM
16055978509024,160559785,09024,OTHER OFFENSES,"FRAUDULENT GAME OR TRICK, OBTAINING MONEY OR PROPERTY",Monday,07/04/2016,12:00,INGLESIDE,NONE,700 Block of GENEVA AV,-122.44337602910386,37.718538917725134,POINT (-122.443376029 37.718538918),2025/06/20 12:17:56 PM
16054029511012,160540295,11012,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Monday,07/04/2016,08:00,NORTHERN,"ARREST, BOOKED",VANNESS AV / FRANCISCO ST,-122.42492347687964,37.80320427207246,POINT (-122.424923477 37.803204272),2025/06/20 12:17:56 PM
16055039106113,160550391,06113,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Monday,07/04/2016,23:30,NORTHERN,NONE,0 Block of NORMANDIE TR,-122.44068240078859,37.79392020205524,POINT (-122.440682401 37.793920202),2025/06/20 12:17:56 PM
16054196416110,160541964,16110,DRUG/NARCOTIC,POSSESSION OF HEROIN FOR SALES,Monday,07/04/2016,22:00,SOUTHERN,"ARREST, BOOKED",100 Block of THE EMBARCADEROSOUTH ST,-122.3938439729001,37.7953080071145,POINT (-122.393843973 37.795308007),2025/06/20 12:17:56 PM
16054119627031,160541196,27031,OTHER OFFENSES,PUBLIC TRANSIT CRIMES - INFRACTIONS,Monday,07/04/2016,16:00,MISSION,"ARREST, BOOKED",18TH ST / MISSION ST,-122.41936035276092,37.761835801237645,POINT (-122.419360353 37.761835801),2025/06/20 12:17:56 PM
16054091606114,160540916,06114,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Monday,07/04/2016,12:50,SOUTHERN,NONE,MARKET ST / 5TH ST,-122.40806834514827,37.783991676816086,POINT (-122.408068345 37.783991677),2025/06/20 12:17:56 PM
16054134015200,160541340,15200,SECONDARY CODES,DOMESTIC VIOLENCE,Monday,07/04/2016,17:29,SOUTHERN,UNFOUNDED,1700 Block of MARKET ST,-122.42218826142579,37.77269482368613,POINT (-122.422188261 37.772694824),2025/06/20 12:17:56 PM
16054198604081,160541986,04081,ASSAULT,SHOOTING INTO INHABITED DWELLING OR OCCUPIED VEHICLE,Monday,07/04/2016,22:25,NORTHERN,NONE,1300 Block of EDDY ST,-122.42982887155931,37.78169035865059,POINT (-122.429828872 37.781690359),2025/06/20 12:17:56 PM
16054296206243,160542962,06243,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,07/04/2016,23:00,SOUTHERN,NONE,7TH ST / HARRISON ST,-122.40630013873282,37.77551311299367,POINT (-122.406300139 37.775513113),2025/06/20 12:17:56 PM
16054055205083,160540552,05083,BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Monday,07/04/2016,11:30,PARK,"ARREST, BOOKED",1300 Block of HAIGHT ST,-122.44450233369258,37.770261970240284,POINT (-122.444502334 37.77026197),2025/06/20 12:17:56 PM
16054309507023,160543095,07023,VEHICLE THEFT,STOLEN MOTORCYCLE,Monday,07/04/2016,21:00,MISSION,NONE,1900 Block of FOLSOM ST,-122.4154527788212,37.76610616625396,POINT (-122.415452779 37.766106166),2025/06/20 12:17:56 PM
16054218861030,160542188,61030,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Monday,07/04/2016,23:55,PARK,NONE,1600 Block of FELL ST,-122.44508650665661,37.77315588154542,POINT (-122.445086507 37.773155882),2025/06/20 12:17:56 PM
16054150060010,160541500,60010,SUICIDE,ATTEMPTED SUICIDE,Monday,07/04/2016,19:00,TENDERLOIN,NONE,200 Block of JONES ST,-122.41257364320114,37.78346872045864,POINT (-122.412573643 37.78346872),2025/06/20 12:17:56 PM
16054273006154,160542730,06154,LARCENY/THEFT,GRAND THEFT FROM PERSON,Monday,07/04/2016,18:00,NORTHERN,NONE,2400 Block of CALIFORNIA ST,-122.43468935167391,37.78885384110135,POINT (-122.434689352 37.788853841),2025/06/20 12:17:56 PM
16054010405083,160540104,05083,BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Monday,07/04/2016,02:25,TARAVAL,NONE,0 Block of HIGUERA AV,-122.48390412024696,37.71848729872864,POINT (-122.48390412 37.718487299),2025/06/20 12:17:56 PM
